ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
LFPC,medium_airport,Creil Air Base,291.0,EU,FR,FR-HDF,Creil,LFPC,CSF,,"2.5191400051116943, 49.253501892089844"
LFPG,large_airport,Charles de Gaulle International Airport,392.0,EU,FR,FR-IDF,Paris,LFPG,CDG,,"2.55, 49.012798"
LFPI,heliport,Paris Issy-les-Moulineaux Heliport,112.0,EU,FR,FR-IDF,Issy-les-Moulineaux,LFPI,JDP,,"2.272779941558838, 48.83330154418945"
LFPN,medium_airport,Toussus-le-Noble Airport,538.0,EU,FR,FR-IDF,Toussus-le-Noble,LFPN,TNF,,"2.1061899662017822, 48.75189971923828"
LFPO,large_airport,Paris-Orly Airport,291.0,EU,FR,FR-IDF,Paris,LFPO,ORY,,"2.3794444, 48.7233333"
LFPT,medium_airport,AÃ©rodrome de Pontoise - Cormeilles en Vexin,325.0,EU,FR,FR-IDF,Cormeilles-en-Vexin,LFPT,POX,,"2.040833, 49.096667"
LFPV,medium_airport,Villacoublay-VÃ©lizy (BA 107) Air Base,584.0,EU,FR,FR-IDF,Villacoublay/VÃ©lizy,LFPV,VIY,,"2.1916667, 48.7741667"
LFQG,medium_airport,Nevers-Fourchambault Airport,602.0,EU,FR,FR-BFC,Nevers/Fourchambault,LFQG,NVS,,"3.1133298873901367, 47.002601623535156"
LFQJ,medium_airport,Maubeuge-Ãlesmes Airport,452.0,EU,FR,FR-HDF,Maubeuge/Ãlesmes,LFQJ,XME,,"4.033120155334473, 50.31050109863281"
LFQQ,medium_airport,Lille-Lesquin Airport,157.0,EU,FR,FR-HDF,Lille/Lesquin,LFQQ,LIL,,"3.086886, 50.563332"
LFQT,medium_airport,Merville-Calonne Airport,61.0,EU,FR,FR-HDF,Merville/Calonne,LFQT,HZB,,"2.642240047454834, 50.61840057373047"
LFQV,medium_airport,Charleville-MÃ©ziÃ¨res Airport,492.0,EU,FR,FR-GES,Charleville-MÃ©ziÃ¨res,LFQV,XCZ,,"4.647079944610596, 49.78390121459961"
LFRB,medium_airport,Brest Bretagne Airport,325.0,EU,FR,FR-BRE,Brest/Guipavas,LFRB,BES,,"-4.418540000915527, 48.447898864746094"
LFRC,medium_airport,Cherbourg-Maupertus Airport,459.0,EU,FR,FR-NOR,Cherbourg/Maupertus,LFRC,CER,,"-1.4702800512313843, 49.65010070800781"
LFRD,medium_airport,Dinard-Pleurtuit-Saint-Malo Airport,219.0,EU,FR,FR-BRE,Dinard/Pleurtuit/Saint-Malo,LFRD,DNR,,"-2.0799601078033447, 48.58769989013672"
LFRE,medium_airport,La Baule-Escoublac Airport,105.0,EU,FR,FR-PDL,La Baule-Escoublac,LFRE,LBY,,"-2.3463900089263916, 47.289398193359375"
LFRF,medium_airport,Granville Airport,45.0,EU,FR,FR-NOR,Granville,LFRF,GFR,,"-1.564170002937317, 48.88309860229492"
LFRG,medium_airport,Deauville-Saint-Gatien Airport,479.0,EU,FR,FR-NOR,Deauville,LFRG,DOL,,"0.154305994511, 49.3652992249"
LFRH,medium_airport,Lorient South Brittany (Bretagne Sud) Airport,160.0,EU,FR,FR-BRE,Lorient/Lann/BihouÃ©,LFRH,LRT,,"-3.440000057220459, 47.76060104370117"
LFRI,medium_airport,La Roche-sur-Yon Airport,299.0,EU,FR,FR-PDL,La Roche-sur-Yon/Les Ajoncs,LFRI,EDM,,"-1.3786300420761108, 46.701900482177734"
LFRJ,medium_airport,Landivisiau Air Base,348.0,EU,FR,FR-BRE,Landivisiau,LFRJ,LDV,,"-4.151639938354492, 48.53030014038086"
LFRK,medium_airport,Caen-Carpiquet Airport,256.0,EU,FR,FR-NOR,Caen/Carpiquet,LFRK,CFR,,"-0.44999998807907104, 49.173301696777344"
LFRM,medium_airport,Le Mans-Arnage Airport,194.0,EU,FR,FR-PDL,Le Mans/Arnage,LFRM,LME,,"0.20166699588298798, 47.94860076904297"
LFRN,medium_airport,Rennes-Saint-Jacques Airport,124.0,EU,FR,FR-BRE,Rennes/Saint-Jacques,LFRN,RNS,,"-1.73479, 48.0695"
LFRO,medium_airport,Lannion-CÃ´te de Granit Airport,290.0,EU,FR,FR-BRE,Lannion,LFRO,LAI,,"-3.47166, 48.754398"
LFRQ,medium_airport,Quimper-Cornouaille Airport,297.0,EU,FR,FR-BRE,Quimper/Pluguffan,LFRQ,UIP,,"-4.167789936065674, 47.974998474121094"
LFRS,medium_airport,Nantes Atlantique Airport,90.0,EU,FR,FR-PDL,Nantes,LFRS,NTE,,"-1.61073005199, 47.153198242200006"
LFRT,medium_airport,Saint-Brieuc-Armor Airport,453.0,EU,FR,FR-BRE,Saint-Brieuc/Armor,LFRT,SBK,,"-2.85444, 48.5378"
LFRU,medium_airport,Morlaix-Ploujean Airport,272.0,EU,FR,FR-BRE,Morlaix/Ploujean,LFRU,MXN,,"-3.81577992439, 48.6031990051"
LFRV,medium_airport,Vannes-Meucon Airport,446.0,EU,FR,FR-BRE,Vannes/Meucon,LFRV,VNE,,"-2.718559980392456, 47.72330093383789"
LFRZ,medium_airport,Saint-Nazaire-Montoir Airport,13.0,EU,FR,FR-PDL,Saint-Nazaire/Montoir,LFRZ,SNR,,"-2.1566667, 47.3105556"
LFSB,large_airport,EuroAirport Basel-Mulhouse-Freiburg Airport,885.0,EU,FR,FR-GES,BÃ¢le/Mulhouse,LFSB,BSL,,"7.529167, 47.59"
LFSD,medium_airport,Dijon-Bourgogne Airport,726.0,EU,FR,FR-BFC,Dijon/Longvic,LFSD,DIJ,,"5.09, 47.268902"
LFSF,closed,Metz-Frescaty (BA 128) Air Base,629.0,EU,FR,FR-GES,Metz/Frescaty,LFSF,MZM,,"6.13167, 49.071701"
LFSG,medium_airport,Ãpinal-Mirecourt Airport,1084.0,EU,FR,FR-GES,Ãpinal/Mirecourt,LFSG,EPL,,"6.06998, 48.325001"
LFSL,medium_airport,Brive-Souillac,1016.0,EU,FR,FR-NAQ,Brive la Gaillarde,LFSL,BVE,,"1.485556, 45.039722"
LFSN,medium_airport,Nancy-Essey Airport,751.0,EU,FR,FR-GES,Nancy/Essey,LFSN,ENC,,"6.230460166931152, 48.692100524902344"
LFSQ,closed,Fontaine Airport,1208.0,EU,FR,FR-BFC,Belfort,LFSQ,BOR,,"7.0108299255371, 47.655601501465"
LFSR,closed,Reims-Champagne (BA 112) Air Base,312.0,EU,FR,FR-GES,Reims/Champagne,LFSR,RHE,,"4.05, 49.310001"
LFST,medium_airport,Strasbourg Airport,505.0,EU,FR,FR-GES,Strasbourg,LFST,SXB,,"7.628230094909668, 48.538299560546875"
LFTH,medium_airport,Toulon-HyÃ¨res Airport,7.0,EU,FR,FR-PAC,Toulon/HyÃ¨res/Le Palyvestre,LFTH,TLN,,"6.14602994919, 43.0973014832"
LFTU,closed,FrÃ©jus Airport,33.0,EU,FR,FR-PAC,FrÃ©jus,LFTU,FRJ,,"6.7357, 43.4175"
LFTW,medium_airport,NÃ®mes-Arles-Camargue Airport,309.0,EU,FR,FR-OCC,NÃ®mes/Garons,LFTW,FNI,,"4.4163498878479, 43.75740051269531"
LFTZ,small_airport,La MÃ´le Airport,59.0,EU,FR,FR-PAC,La MÃ´le,LFTZ,LTT,,"6.482, 43.205399"
LFVM,medium_airport,Miquelon Airport,10.0,,PM,PM-ML,Miquelon,LFVM,MQC,,"-56.3802986145, 47.095500946"
LFVP,medium_airport,St Pierre Airport,27.0,,PM,PM-SP,Saint-Pierre,LFVP,FSP,,"-56.173099517822266, 46.762901306152344"
LGAD,medium_airport,Andravida Air Base,55.0,EU,GR,GR-14,Andravida,LGAD,PYR,,"21.292601, 37.9207"
LGAG,closed,Agrinion Air Base,154.0,EU,GR,GR-01,Agrinion,LGAG,AGQ,,"21.3512001, 38.602001"
LGAL,medium_airport,Dimokritos Airport,24.0,EU,GR,GR-71,Alexandroupolis,LGAL,AXD,,"25.956300735473633, 40.855899810791016"
LGAT,closed,Athen Helenikon Airport,69.0,EU,GR,GR-A1,Athens,LGAT,HEW,,"23.726101, 37.893299"
LGAV,large_airport,Eleftherios Venizelos International Airport,308.0,EU,GR,GR-A1,Athens,LGAV,ATH,,"23.9444999695, 37.9364013672"
LGBL,medium_airport,Nea Anchialos Airport,83.0,EU,GR,GR-43,Nea Anchialos,LGBL,VOL,,"22.794300079345703, 39.219600677490234"
LGE,small_airport,Mulan Airport,978.0,OC,AU,AU-WA,Lake Gregory,,LGE,YUAN,"127.619, -20.1089"
LGHI,medium_airport,Chios Island National Airport,15.0,EU,GR,GR-85,Chios Island,LGHI,JKH,,"26.140600204467773, 38.34320068359375"
LGHL,closed,Porto Cheli Airport,69.0,EU,GR,GR-11,Porto Cheli,LGHL,PKH,,"23.148923, 37.29891"
LGIK,small_airport,Ikaria Airport,79.0,EU,GR,GR-84,Ikaria Island,LGIK,JIK,,"26.3470993042, 37.6827011108"
LGIO,medium_airport,Ioannina Airport,1558.0,EU,GR,GR-33,Ioannina,LGIO,IOA,,"20.822500228881836, 39.6963996887207"
LGIR,large_airport,Heraklion International Nikos Kazantzakis Airport,115.0,EU,GR,GR-91,Heraklion,LGIR,HER,,"25.180299758900002, 35.3396987915"
LGKA,small_airport,Kastoria National Airport,2167.0,EU,GR,GR-56,Kastoria,LGKA,KSO,,"21.2821998596, 40.4463005066"
LGKC,small_airport,Kithira Airport,1045.0,EU,GR,GR-A1,Kithira Island,LGKC,KIT,,"23.0170001984, 36.2742996216"
LGKF,medium_airport,Kefallinia Airport,59.0,EU,GR,GR-23,Kefallinia Island,LGKF,EFL,,"20.500499725341797, 38.12009811401367"
LGKJ,small_airport,Kastelorizo Airport,489.0,EU,GR,GR-81,Kastelorizo Island,LGKJ,KZS,,"29.576400756799995, 36.1417007446"
LGKL,medium_airport,Kalamata Airport,26.0,EU,GR,GR-17,Kalamata,LGKL,KLX,,"22.02549934387207, 37.06829833984375"
LGKO,medium_airport,Kos Airport,412.0,EU,GR,GR-81,Kos Island,LGKO,KGS,,"27.091699600219727, 36.79330062866211"
LGKP,medium_airport,Karpathos Airport,66.0,EU,GR,GR-81,Karpathos Island,LGKP,AOK,,"27.145999908447266, 35.4213981628418"
LGKR,medium_airport,Ioannis Kapodistrias International Airport,6.0,EU,GR,GR-22,Kerkyra Island,LGKR,CFU,,"19.911699295043945, 39.601898193359375"
LGKS,small_airport,Kasos Airport,35.0,EU,GR,GR-81,Kasos Island,LGKS,KSJ,,"26.909999847399998, 35.4213981628"
LGKV,medium_airport,Alexander the Great International Airport,18.0,EU,GR,GR-55,Kavala,LGKV,KVA,,"24.619199752807617, 40.913299560546875"
LGKY,small_airport,Kalymnos Airport,771.0,EU,GR,GR-81,Kalymnos Island,LGKY,JKL,,"26.9405994415, 36.9632987976"
LGKZ,medium_airport,Filippos Airport,2059.0,EU,GR,GR-58,Kozani,LGKZ,KZI,,"21.84079933166504, 40.28609848022461"
LGLE,small_airport,Leros Airport,39.0,EU,GR,GR-81,Leros Island,LGLE,LRS,,"26.800301, 37.184898"
LGLM,small_airport,Limnos Airport,14.0,EU,GR,GR-83,Limnos Island,LGLM,LXS,,"25.236299514799995, 39.917098999"
LGLR,small_airport,Larisa Air Base,241.0,EU,GR,GR-42,Larisa,LGLR,LRA,,"22.4655, 39.650253"
LGM,closed,Laiagam Airport,7267.0,OC,PG,PG-EPW,Laiagam,,LGM,,"143.488, -5.4923"
LGMK,medium_airport,Mikonos Airport,405.0,EU,GR,GR-82,Mykonos Island,LGMK,JMK,,"25.348100662231445, 37.43510055541992"
LGML,small_airport,Milos Airport,10.0,EU,GR,GR-82,Milos Island,LGML,MLO,,"24.4769, 36.696899"
LGMT,medium_airport,Mytilene International Airport,60.0,EU,GR,GR-83,Mytilene,LGMT,MJT,,"26.5983009338, 39.0567016602"
LGN,small_airport,Linga Linga Airport,17.0,OC,PG,PG-WBK,Linga Linga,AYLL,LGN,LLA,"149.734166667, -5.5319444444400006"
LGNX,small_airport,Naxos Airport,10.0,EU,GR,GR-82,Naxos Island,LGNX,JNX,,"25.3680992126, 37.0811004639"
LGPA,small_airport,Paros National Airport,131.0,EU,GR,GR-82,Paros Island,LGPA,PAS,,"25.113195, 37.020495"
LGPL,small_airport,Astypalaia Airport,165.0,EU,GR,GR-81,Astypalaia Island,LGPL,JTY,,"26.3757991791, 36.5798988342"
LGPZ,medium_airport,Aktion National Airport,11.0,EU,GR,GR-34,Preveza/Lefkada,LGPZ,PVK,,"20.765300750732422, 38.925498962402344"
LGRP,medium_airport,Diagoras Airport,17.0,EU,GR,GR-81,Rodes Island,LGRP,RHO,,"28.086200714111328, 36.405399322509766"
LGRX,medium_airport,Araxos Airport,46.0,EU,GR,GR-13,Patras,LGRX,GPA,,"21.4256, 38.1511"
LGSA,medium_airport,Chania International Airport,490.0,EU,GR,GR-94,Souda,LGSA,CHQ,,"24.149700164794922, 35.531700134277344"
LGSK,medium_airport,Skiathos Island National Airport,54.0,EU,GR,GR-43,Skiathos,LGSK,JSI,,"23.503700256347656, 39.177101135253906"
LGSM,medium_airport,Samos Airport,19.0,EU,GR,GR-84,Samos Island,LGSM,SMI,,"26.911699295043945, 37.689998626708984"
LGSO,small_airport,Syros Airport,236.0,EU,GR,GR-82,Syros Island,LGSO,JSY,,"24.950899124099998, 37.4227981567"
LGSP,small_airport,Sparti Airport,500.0,EU,GR,GR-16,Sparti,LGSP,SPJ,,"22.52630043029785, 36.973899841308594"
LGSR,medium_airport,Santorini Airport,127.0,EU,GR,GR-82,Santorini Island,LGSR,JTR,,"25.479299545288086, 36.399200439453125"
LGST,medium_airport,Sitia Airport,376.0,EU,GR,GR-92,Crete Island,LGST,JSH,,"26.101299285888672, 35.21609878540039"
LGSY,small_airport,Skiros Airport,44.0,EU,GR,GR-04,Skiros Island,LGSY,SKU,,"24.4871997833, 38.9676017761"
LGTS,large_airport,Thessaloniki Macedonia International Airport,22.0,EU,GR,GR-54,Thessaloniki,LGTS,SKG,,"22.97089958190918, 40.51969909667969"
LGZA,medium_airport,"Zakynthos International Airport ""Dionysios Solomos""",15.0,EU,GR,GR-21,Zakynthos Island,LGZA,ZTH,,"20.8843, 37.7509"
LHBP,large_airport,Budapest Liszt Ferenc International Airport,495.0,EU,HU,HU-PE,Budapest,LHBP,BUD,,"19.261093, 47.42976"
LHDC,medium_airport,Debrecen International Airport,359.0,EU,HU,HU-HB,Debrecen,LHDC,DEB,,"21.615299224853516, 47.48889923095703"
LHMC,small_airport,Miskolc Airport,390.0,EU,HU,HU-BZ,Miskolc,LHMC,MCQ,,"20.791400909423828, 48.13690185546875"
LHP,closed,Lehu Airport,1770.0,OC,PG,PG-NSB,Lehu,,LHP,LEHU,"155.712442, -6.527493"
LHPP,medium_airport,PÃ©cs-PogÃ¡ny Airport,1000.0,EU,HU,HU-BA,PÃ©cs-PogÃ¡ny,LHPP,PEV,,"18.240996, 45.990898"
LHSM,medium_airport,HÃ©vÃ­zâBalaton Airport,408.0,EU,HU,HU-ZA,SÃ¡rmellÃ©k,LHSM,SOB,,"17.159084, 46.686391"
LHTA,medium_airport,TaszÃ¡r Air Base,531.0,EU,HU,HU-SO,TaszÃ¡r,LHTA,TZR,,"17.917499542236328, 46.39310073852539"
LIAP,small_airport,L'AquilaâPreturo Airport,2211.0,EU,IT,IT-65,L'Aquila,LIAP,QAQ,AQ03,"13.3092, 42.379902"
LIBC,medium_airport,Crotone Airport,522.0,EU,IT,IT-78,Crotone,LIBC,CRV,KR01,"17.0802, 38.9972"
LIBD,large_airport,Bari Karol WojtyÅa Airport,177.0,EU,IT,IT-75,Bari,LIBD,BRI,BA02,"16.760599, 41.138901"
LIBF,medium_airport,"Foggia ""Gino Lisa"" Airport",265.0,EU,IT,IT-75,Foggia,LIBF,FOG,FG05,"15.535, 41.432899"
LIBG,medium_airport,"Taranto-Grottaglie ""Marcello Arlotta"" Airport",215.0,EU,IT,IT-75,Grottaglie,LIBG,TAR,TA02,"17.4032, 40.517502"
LIBN,medium_airport,Lecce Galatina Air Base,156.0,EU,IT,IT-75,,LIBN,LCC,LE08,"18.133301, 40.239201"
LIBP,medium_airport,Pescara International Airport,48.0,EU,IT,IT-65,Pescara,LIBP,PSR,PE01,"14.1811, 42.431702"
LIBR,medium_airport,Brindisi â Salento Airport,47.0,EU,IT,IT-75,Brindisi,LIBR,BDS,BR03,"17.947001, 40.6576"
LICA,medium_airport,Lamezia Terme Airport,39.0,EU,IT,IT-78,Lamezia Terme (CZ),LICA,SUF,CZ02,"16.2423, 38.905399"
LICB,medium_airport,Comiso Airport,623.0,EU,IT,IT-82,Comiso,LICB,CIY,RG06,"14.607182, 36.994601"
LICC,large_airport,Catania-Fontanarossa Airport,39.0,EU,IT,IT-82,Catania,LICC,CTA,CT03,"15.0664, 37.466801"
LICD,medium_airport,Lampedusa Airport,70.0,EU,IT,IT-82,Lampedusa,LICD,LMP,AG01,"12.6181, 35.497898"
LICG,medium_airport,Pantelleria Airport,628.0,EU,IT,IT-82,Pantelleria (TP),LICG,PNL,TP02,"11.9689, 36.816502"
LICJ,large_airport,FalconeâBorsellino Airport,65.0,EU,IT,IT-82,Palermo,LICJ,PMO,PA03,"13.091, 38.175999"
LICR,medium_airport,Reggio Calabria Airport,96.0,EU,IT,IT-78,Reggio Calabria,LICR,REG,RC01,"15.6516, 38.071201"
LICT,medium_airport,Vincenzo Florio Airport Trapani-Birgi,25.0,EU,IT,IT-82,Trapani (TP),LICT,TPS,TP01,"12.488, 37.9114"
LICZ,medium_airport,Sigonella Navy Air Base,79.0,EU,IT,IT-82,Sigonella (CT),LICZ,NSY,CT04,"14.9224, 37.401699"
LIDB,small_airport,Belluno Airport,1240.0,EU,IT,IT-34,Belluno (BL),LIDB,BLX,BL05,"12.250389, 46.166549"
LIDI,closed,Cortina Airport,4213.0,EU,IT,IT-34,Cortina D'Ampezzo,LIDI,CDF,,"12.118000030500001, 46.573001861600005"
LIDR,small_airport,Ravenna Airport,1.0,EU,IT,IT-45,Ravenna,LIDR,RAN,RA06,"12.224978, 44.36391"
LIEA,medium_airport,Alghero-Fertilia Airport,87.0,EU,IT,IT-88,Alghero,LIEA,AHO,SS02,"8.29077, 40.632099"
LIED,medium_airport,Decimomannu Air Base,100.0,EU,IT,IT-88,Decimomannu,LIED,DCI,CA12,"8.97248, 39.354198"
LIEE,large_airport,Cagliari Elmas Airport,13.0,EU,IT,IT-88,Cagliari,LIEE,CAG,CA07,"9.05428, 39.251499"
LIEO,medium_airport,Olbia Costa Smeralda Airport,37.0,EU,IT,IT-88,Olbia (SS),LIEO,OLB,SS03,"9.51763, 40.898701"
LIER,small_airport,Oristano-Fenosu Airport,36.0,EU,IT,IT-88,Oristano,LIER,FNU,OR01,"8.642661, 39.895308"
LIET,medium_airport,TortolÃ¬ Airport,23.0,EU,IT,IT-88,Arbatax,LIET,TTB,NU01,"9.68298, 39.9188"
LIMC,large_airport,Malpensa International Airport,768.0,EU,IT,IT-25,Milan,LIMC,MXP,MI12,"8.72811, 45.6306"
LIME,large_airport,Milan Bergamo Airport,782.0,EU,IT,IT-25,Bergamo,LIME,BGY,BG01,"9.70417, 45.673901"
LIMF,large_airport,Turin Airport,989.0,EU,IT,IT-21,Torino,LIMF,TRN,TO11,"7.64963, 45.200802"
LIMG,medium_airport,Villanova D'Albenga International Airport,148.0,EU,IT,IT-42,Albenga (SV),LIMG,ALL,SV01,"8.12743, 44.050598"
LIMJ,large_airport,Genoa Cristoforo Colombo Airport,13.0,EU,IT,IT-42,Genova,LIMJ,GOA,GE01,"8.8375, 44.4133"
LIML,large_airport,Milano Linate Airport,353.0,EU,IT,IT-25,Milan,LIML,LIN,MI11,"9.27674, 45.445099"
LIMP,medium_airport,Parma Airport,161.0,EU,IT,IT-45,Parma,LIMP,PMF,PR03,"10.2964, 44.824501"
LIMW,medium_airport,Aosta Airport,1791.0,EU,IT,IT-23,Aosta,LIMW,AOT,AO01,"7.36872, 45.738499"
LIMZ,medium_airport,Cuneo International Airport,1267.0,EU,IT,IT-21,Cuneo,LIMZ,CUF,CN03,"7.62322, 44.547001"
LIPA,medium_airport,Aviano Air Base,410.0,EU,IT,IT-36,Aviano (PN),LIPA,AVB,PN07,"12.596503, 46.031898"
LIPB,medium_airport,Bolzano Airport,789.0,EU,IT,IT-32,Bolzano,LIPB,BZO,BZ01,"11.3264, 46.460201"
LIPD,small_airport,Udine-Campoformido Air Base,305.0,EU,IT,IT-36,Udine,LIPD,UDN,UD07,"13.1868, 46.0322"
LIPE,large_airport,Bologna Guglielmo Marconi Airport,123.0,EU,IT,IT-45,Bologna,LIPE,BLQ,BO08,"11.2887, 44.5354"
LIPH,large_airport,Treviso-Sant'Angelo Airport,59.0,EU,IT,IT-34,Treviso,LIPH,TSF,TV01,"12.1944, 45.648399"
LIPK,medium_airport,ForlÃ¬ Airport,97.0,EU,IT,IT-45,ForlÃ¬ (FC),LIPK,FRL,FC03,"12.0701, 44.194801"
LIPO,medium_airport,Brescia Airport,355.0,EU,IT,IT-25,Montichiari (BS),LIPO,VBS,BS04,"10.3306, 45.428902"
LIPQ,medium_airport,TriesteâFriuli Venezia Giulia Airport,39.0,EU,IT,IT-36,Trieste,LIPQ,TRS,GO02,"13.4722, 45.827499"
LIPR,medium_airport,Federico Fellini International Airport,40.0,EU,IT,IT-45,Rimini,LIPR,RMI,RN01,"12.6117, 44.020302"
LIPT,closed,Vicenza Airport,128.0,EU,IT,IT-34,Vicenza,LIPT,VIC,,"11.5295, 45.573399"
LIPU,medium_airport,Padova Airport,44.0,EU,IT,IT-34,Padova,LIPU,QPA,PD11,"11.8479, 45.395802"
LIPX,large_airport,Verona Villafranca Airport,239.0,EU,IT,IT-34,Verona,LIPX,VRN,VR10,"10.8885, 45.395699"
LIPY,medium_airport,Ancona Falconara Airport,49.0,EU,IT,IT-57,Ancona,LIPY,AOI,AN01,"13.3623, 43.616299"
LIPZ,large_airport,Venice Marco Polo Airport,7.0,EU,IT,IT-34,Venice,LIPZ,VCE,VE05,"12.3519, 45.505299"
LIQL,small_airport,Lucca-Tassignano Airport,39.0,EU,IT,IT-52,Lucca,LIQL,LCV,LU02,"10.577928, 43.825825"
LIQN,small_airport,Rieti Airport,1278.0,EU,IT,IT-62,Rieti,LIQN,QRT,RI01,"12.8517, 42.4272"
LIQS,medium_airport,Siena-Ampugnano Airport,634.0,EU,IT,IT-52,Siena,LIQS,SAY,SI01,"11.255, 43.256302"
LIQW,medium_airport,Sarzana-Luni Air Base,45.0,EU,IT,IT-42,Sarzana (SP),LIQW,QLP,SP01,"9.98795, 44.088001"
LIRA,large_airport,CiampinoâG. B. Pastine International Airport,427.0,EU,IT,IT-62,Rome,LIRA,CIA,RM12,"12.5949, 41.7994"
LIRF,large_airport,Leonardo da VinciâFiumicino Airport,13.0,EU,IT,IT-62,Rome,LIRF,FCO,RM11,"12.2388889, 41.8002778"
LIRI,medium_airport,Salerno Costa d'Amalfi Airport,119.0,EU,IT,IT-72,Salerno,LIRI,QSR,SA02,"14.9113, 40.620399"
LIRJ,medium_airport,Marina Di Campo Airport,31.0,EU,IT,IT-52,Marina  Di Campo,LIRJ,EBA,LI04,"10.2394, 42.7603"
LIRL,medium_airport,Latina Air Base,94.0,EU,IT,IT-62,Latina,LIRL,QLT,LT02,"12.909, 41.5424"
LIRN,large_airport,Naples International Airport,294.0,EU,IT,IT-72,NÃ¡poli,LIRN,NAP,NA01,"14.2908, 40.886002"
LIRP,large_airport,Pisa International Airport,6.0,EU,IT,IT-52,Pisa,LIRP,PSA,PI05,"10.3927, 43.683899"
